Marital_status,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_HOUSE_YRS,Age_band,Total_EXP
1,2,0,12,161,14,13,3,10
1,2,1,23,96,25,11,2,15
1,2,0,0,116,27,14,3,28
1,2,0,36,148,5,11,3,0
0,2,0,17,290,14,14,1,6
1,2,1,29,34,25,13,1,10
1,1,1,5,141,6,12,2,30
1,2,0,12,271,1,13,3,0
1,2,0,6,261,2,10,0,15
1,2,1,10,258,17,14,2,10
1,2,1,26,247,25,12,2,24
0,2,0,39,64,25,12,0,18
1,2,0,8,26,22,12,4,21
1,2,0,44,244,28,14,0,27
1,2,1,3,32,28,14,1,24
1,2,0,39,22,2,10,4,19
1,2,0,36,257,22,10,3,25
1,2,1,22,309,25,10,4,4
0,2,0,1,257,22,14,2,31
1,2,0,18,166,12,10,3,0
1,2,1,4,181,28,14,3,23
1,2,1,42,213,0,11,4,14
0,2,0,39,64,25,12,0,18
1,2,0,46,113,2,13,2,0
1,2,0,24,3,6,14,2,27
1,2,0,37,64,25,13,1,28
1,2,0,38,170,0,14,4,18
1,2,0,16,100,2,11,0,25
1,2,0,43,212,14,13,3,29
1,2,0,5,164,4,12,0,29
1,2,0,10,309,25,10,0,4
1,2,0,37,107,13,12,0,21
1,2,1,1,135,10,14,2,2
1,2,0,16,137,2,12,1,21
1,2,0,18,32,28,11,3,23
1,2,0,15,292,12,11,0,0
0,2,0,27,1,24,12,1,2
1,2,1,0,103,28,12,0,24
1,2,0,23,247,25,13,4,24
1,2,0,4,187,10,14,3,27
1,2,1,34,30,11,13,0,29
1,2,0,34,273,13,11,3,26
0,2,1,30,228,19,10,2,17
1,2,1,44,112,13,12,2,6
1,2,1,15,95,25,12,1,13
1,2,0,46,299,22,13,0,10
1,2,0,35,64,25,14,3,20
1,2,0,22,258,17,14,1,12
1,2,0,25,221,20,11,4,9
1,2,0,8,124,14,13,3,20
0,1,1,45,248,10,13,1,29
1,2,0,7,126,13,14,0,2
1,2,0,6,252,7,13,1,0
1,2,0,1,86,1,11,3,25
1,2,0,13,309,25,12,4,11
1,2,0,41,267,8,10,3,31
1,1,1,5,240,28,14,1,6
1,2,0,2,222,22,12,2,28
1,2,0,50,299,22,10,1,22
0,2,0,44,57,28,10,0,18
1,2,0,28,126,13,14,1,24
1,2,0,6,121,28,14,1,21
1,2,1,7,95,25,12,0,0
1,2,0,26,237,2,13,2,29
1,2,0,31,59,11,11,3,25
1,2,0,9,58,2,12,1,11
1,2,0,42,238,25,10,0,14
1,2,0,38,252,7,11,1,9
1,2,0,44,244,28,14,0,27
1,2,0,0,102,10,11,1,28
1,2,0,50,122,11,10,2,8
1,2,1,28,61,4,13,1,14
1,2,0,23,22,2,10,3,14
1,2,0,18,56,11,14,1,2
1,2,1,32,270,20,11,0,27
1,2,0,1,206,28,13,1,0
1,2,0,19,31,28,12,0,10
1,2,1,31,69,2,13,3,8
1,2,0,9,180,28,12,3,24
1,2,0,19,31,28,12,0,10
1,2,0,26,80,5,13,1,8
1,2,1,26,28,25,13,1,15
1,2,0,12,88,4,11,1,2
1,2,1,45,17,19,10,3,23
1,2,0,17,50,13,10,4,12
1,2,1,35,221,20,11,3,10
1,2,1,11,103,28,14,3,34
1,2,0,24,13,7,10,3,24
0,2,1,19,39,28,11,0,20
1,2,0,11,300,22,11,2,24
1,0,0,7,130,14,11,4,27
1,2,0,17,226,14,14,1,31
1,1,0,18,108,0,14,0,2
1,2,0,15,131,14,11,4,6
1,2,1,30,64,25,11,1,16
1,2,0,44,90,0,11,4,21
1,2,0,26,160,12,12,2,10
1,2,0,11,300,22,14,3,18
1,2,0,40,311,22,14,3,16
1,2,0,24,43,5,12,4,14
1,2,1,47,103,28,11,0,26
1,2,0,4,313,0,13,4,17
1,2,1,27,95,25,13,1,13
1,2,1,5,250,17,14,3,10
1,2,1,36,85,14,14,1,20
0,2,0,5,277,7,12,3,27
1,2,0,27,62,10,11,4,14
1,2,0,13,24,14,12,1,14
1,2,0,29,6,20,11,2,18
1,2,0,3,239,11,11,2,2
1,2,1,9,113,2,14,1,2
1,2,0,49,241,4,11,0,26
1,2,0,37,151,2,14,1,6
1,2,0,27,103,28,14,1,8
1,2,0,5,248,10,10,3,30
1,2,0,35,177,28,11,0,19
1,2,1,9,299,22,14,3,23
1,2,1,47,135,10,10,2,15
1,2,0,2,123,23,14,2,4
1,2,0,4,83,10,14,0,10
1,2,0,26,181,28,11,4,26
1,2,1,47,290,14,12,2,19
0,1,1,37,102,10,10,4,24
1,2,0,38,75,2,10,0,17
1,1,0,37,148,5,11,2,6
1,2,1,35,212,14,10,0,22
1,2,0,42,264,23,14,3,23
1,2,0,1,206,28,13,1,0
1,2,0,27,42,2,14,0,13
1,2,0,49,112,13,12,1,6
1,1,1,45,206,28,14,1,8
1,2,1,3,235,22,11,1,22
1,2,0,49,45,28,13,3,22
1,2,0,15,73,22,11,2,32
1,2,0,44,187,10,12,3,11
0,2,0,50,21,0,12,1,17
1,2,0,38,8,12,10,2,2
1,2,1,14,194,6,12,2,25
1,0,0,50,141,6,13,3,12
0,2,0,31,148,5,13,4,8
1,2,0,19,78,27,12,0,22
1,2,1,23,162,28,13,1,10
1,2,0,48,52,7,10,4,10
1,2,1,20,117,10,13,0,31
1,2,0,39,260,14,10,3,18
1,2,0,10,154,23,13,1,6
1,2,0,42,19,6,14,4,14
1,2,1,40,42,2,13,1,30
1,2,0,42,135,10,10,4,8
1,2,0,7,86,1,11,0,7
1,1,1,33,283,6,11,0,24
1,2,0,32,138,25,14,4,28
1,2,1,29,9,25,12,3,10
1,2,0,44,192,25,12,1,23
0,2,1,4,207,14,14,1,22
1,2,1,19,104,25,11,3,2
1,2,1,29,169,22,10,4,8
1,1,1,8,292,12,12,3,29
1,2,0,32,100,2,12,1,26
1,2,1,18,116,27,12,1,10
1,2,0,8,299,22,14,3,8
1,2,1,35,164,4,14,2,14
1,2,1,35,236,14,11,1,10
1,2,1,36,86,1,10,0,27
1,2,1,4,189,6,14,2,28
1,2,0,1,78,27,12,0,0
1,2,0,13,236,14,14,2,10
1,2,1,36,57,28,11,4,12
1,2,0,28,204,22,11,3,31
1,2,1,33,101,25,11,0,20
0,2,0,45,101,25,14,1,17
1,2,0,9,48,20,11,3,4
1,2,0,19,1,24,13,1,29
1,2,1,40,223,7,14,2,4
1,2,0,41,95,25,11,4,27
0,2,0,16,69,2,12,2,30
1,2,0,16,189,6,12,3,17
1,2,0,24,257,22,13,0,24
0,0,0,22,6,20,10,3,30
1,2,0,4,12,0,14,1,2
1,2,1,27,209,5,10,2,8
0,2,0,44,272,28,13,1,29
1,0,0,26,4,14,13,0,20
1,2,0,40,39,28,14,0,25
1,2,1,13,129,19,11,2,2
1,2,0,48,23,28,13,2,25
1,2,0,12,245,23,12,0,18
1,2,0,28,119,11,13,4,32
1,2,0,40,65,13,11,2,0
1,2,1,9,57,28,10,2,4
1,2,0,17,243,6,11,0,0
1,2,0,22,285,23,11,2,31
1,1,1,29,145,28,14,1,9
0,2,1,15,179,23,10,0,2
1,2,0,27,85,14,10,2,30
1,0,1,7,311,22,10,2,4
1,2,1,27,208,0,11,0,13
1,2,0,1,202,6,14,0,16
1,2,1,26,130,14,10,1,30
1,2,0,17,140,1,10,4,24
1,2,0,3,27,25,12,2,14
1,2,1,30,236,14,12,0,30
1,2,0,34,185,25,11,1,24
1,1,1,5,87,22,12,0,13
0,2,0,19,114,28,11,1,24
1,2,0,43,278,28,11,3,10
1,2,1,37,278,28,12,2,21
1,2,1,37,222,22,13,2,6
1,2,0,7,45,28,11,2,12
1,2,0,17,65,13,10,3,19
1,2,0,16,108,0,13,3,0
1,2,1,3,75,2,14,0,22
1,2,0,17,17,19,11,2,8
1,2,0,33,39,28,12,1,10
1,2,0,4,214,5,12,4,9
1,2,0,28,172,25,11,2,19
1,2,0,15,51,14,13,1,30
0,2,0,33,93,7,12,1,18
1,2,0,30,31,28,10,0,18
0,2,1,13,90,0,14,1,22
1,2,1,37,232,14,14,0,21
0,2,0,18,141,6,10,2,12
0,2,0,28,57,28,11,4,30
1,2,1,48,11,20,14,1,26
1,2,0,30,177,28,11,4,4
1,1,1,2,74,17,10,0,27
1,2,1,47,19,6,13,2,31
1,2,0,33,222,22,11,0,6
1,2,1,0,300,22,10,2,19
0,2,0,33,167,12,12,3,14
1,2,0,15,216,25,11,1,13
0,2,0,0,207,14,10,2,23
1,2,0,38,94,25,13,4,12
1,2,1,28,214,5,10,4,12
1,1,1,2,74,17,10,0,27
1,2,1,26,43,5,13,3,19
1,2,0,25,21,0,10,0,21
1,2,0,25,96,25,12,0,21
1,2,0,47,138,25,10,3,18
1,2,1,20,287,0,12,0,6
1,2,0,37,263,13,11,0,22
1,2,1,48,107,13,10,1,28
1,2,1,36,302,20,10,1,8
1,2,0,16,298,0,11,4,10
1,2,0,27,125,15,13,3,10
1,2,0,13,99,21,14,0,8
1,2,0,46,186,25,11,1,12
1,2,0,27,184,10,14,4,10
1,2,0,21,281,9,14,2,18
1,2,0,42,267,8,12,0,22
1,2,0,5,316,7,13,2,19
1,2,0,14,17,19,12,0,25
1,2,1,32,255,25,12,2,25
0,2,0,33,305,14,13,4,0
1,2,0,43,280,0,10,3,22
1,2,0,11,95,25,12,0,12
0,2,1,11,222,22,10,1,19
1,2,0,16,101,25,12,2,22
1,1,0,16,186,25,11,3,31
1,2,0,30,236,14,13,0,10
1,1,1,31,104,25,11,1,18
1,2,1,40,54,17,11,3,8
1,2,0,14,247,25,10,4,28
1,2,0,14,44,20,10,4,27
1,2,0,28,236,14,14,3,10
1,2,0,34,284,6,11,2,12
1,2,0,19,14,14,14,4,4
1,2,1,0,192,25,14,1,18
1,2,0,3,120,22,14,1,16
0,2,1,49,65,13,12,4,27
1,2,1,36,228,19,13,1,13
1,1,1,7,139,20,11,0,0
1,2,0,16,150,7,13,3,17
1,2,0,18,89,28,12,2,0
1,2,0,8,271,1,13,4,28
1,2,0,15,61,4,14,2,14
1,2,0,29,147,22,10,3,4
1,2,0,7,30,11,14,2,32
0,2,0,32,61,4,14,3,10
1,2,0,21,115,25,13,4,14
1,2,1,16,101,25,14,4,26
1,2,0,17,177,28,10,3,2
1,2,0,47,79,2,14,2,2
1,2,1,43,195,13,13,3,29
1,2,0,23,67,3,12,1,24
1,2,0,5,104,25,10,0,16
1,2,0,23,62,10,12,2,27
1,2,0,12,129,19,10,0,30
1,0,0,38,254,13,13,0,10
1,2,0,49,49,0,12,3,25
1,2,0,35,104,25,10,4,22
0,2,0,13,278,28,11,0,12
1,2,1,21,259,25,10,3,10
1,2,0,15,217,28,14,0,28
1,1,0,29,277,7,11,0,24
1,2,1,26,241,4,14,3,24
1,2,0,34,118,0,10,1,10
1,2,0,44,57,28,14,4,20
0,2,0,10,114,28,10,4,16
1,2,1,20,95,25,13,3,24
1,2,0,43,81,10,13,3,4
1,2,1,31,256,2,13,2,21
1,2,0,22,3,6,11,4,31
1,2,0,37,29,28,14,4,0
1,1,0,1,141,6,13,0,0
1,2,1,24,263,13,11,3,19
1,2,0,37,234,0,11,0,17
0,2,1,27,262,14,11,3,23
0,2,0,32,293,22,14,2,18
1,2,0,10,236,14,14,4,23
1,1,0,26,217,28,11,2,0
1,2,0,8,91,22,11,4,4
1,2,1,2,256,2,12,1,18
1,2,0,33,197,14,12,2,14
1,2,0,10,30,11,10,4,26
1,2,0,15,129,19,12,1,21
1,2,0,34,150,7,13,0,18
1,2,0,41,204,22,11,0,23
1,2,0,25,211,14,12,0,25
1,1,0,33,66,2,12,0,26
1,2,0,0,0,0,13,3,19
1,2,0,25,5,16,11,0,30
1,2,0,47,313,0,12,0,23
1,2,0,30,124,14,13,0,0
1,2,1,4,178,22,11,2,14
0,2,1,18,256,2,10,1,21
0,2,1,37,278,28,11,1,28
1,2,1,43,52,7,14,2,27
1,2,0,47,178,22,10,2,12
1,2,0,32,36,2,11,1,17
1,2,0,3,35,19,11,0,27
1,2,0,10,281,9,10,3,18
1,2,1,19,303,11,10,2,4
1,2,0,31,214,5,13,0,16
1,2,0,48,306,28,10,3,0
1,2,0,26,136,25,11,3,14
1,2,0,6,221,20,11,2,14
1,2,0,28,13,7,12,4,2
1,2,1,29,171,14,14,3,12
1,2,1,38,266,25,12,1,23
0,2,1,28,253,17,11,3,22
1,1,0,39,55,14,11,0,19
0,2,1,39,36,2,11,4,4
1,2,0,24,53,13,14,2,26
1,2,0,35,177,28,11,0,19
1,2,0,45,12,0,13,4,20
1,2,0,45,179,23,11,4,16
1,2,0,1,247,25,11,2,18
1,2,1,31,98,6,13,2,2
1,2,0,31,84,0,11,2,4
1,2,0,23,239,11,11,3,9
1,2,0,27,12,0,10,0,14
1,2,0,38,149,23,11,3,6
1,2,0,7,28,25,11,3,24
1,2,0,4,21,0,10,4,16
1,2,1,36,183,11,11,1,14
1,1,0,18,249,13,14,0,12
1,2,0,48,248,10,13,4,6
1,2,0,6,285,23,11,4,6
1,2,0,26,141,6,14,3,6
1,2,0,22,199,25,14,4,16
1,2,1,1,129,19,14,0,13
0,2,0,33,305,14,13,4,0
0,2,1,34,168,28,10,3,16
1,2,1,44,110,7,10,1,18
1,2,0,25,176,0,10,1,15
1,2,0,5,194,6,14,4,4
1,2,0,43,208,0,12,1,8
1,2,0,1,170,0,14,4,4
1,2,1,24,159,2,13,4,0
1,2,0,44,31,28,12,0,16
1,2,1,0,281,9,11,4,23
1,2,0,0,265,28,11,0,19
1,2,0,24,144,14,14,0,23
1,1,0,4,214,5,13,3,13
1,2,0,42,312,0,13,3,26
1,2,0,44,58,2,14,1,12
1,2,0,22,52,7,13,2,30
1,2,0,9,180,28,12,3,24
1,2,1,37,292,12,14,1,0
1,2,0,26,109,0,11,2,21
1,2,0,25,230,19,14,3,6
0,2,0,43,46,6,11,4,10
1,2,0,31,261,2,14,4,14
1,2,0,2,146,25,13,2,6
1,2,1,27,125,15,13,0,26
1,2,1,21,184,10,13,4,16
1,2,0,32,183,11,13,0,12
1,1,0,5,225,7,13,2,17
1,2,1,49,226,14,13,0,2
1,2,1,45,290,14,12,1,2
1,0,0,7,167,12,10,3,12
1,2,0,0,314,0,14,3,8
1,2,0,8,303,11,10,1,21
1,2,1,2,272,28,12,0,12
1,2,1,5,0,0,13,4,4
1,2,0,24,78,27,12,3,16
1,1,0,14,97,6,13,2,8
0,2,1,2,287,0,14,3,20
1,2,0,44,42,2,12,4,24
1,2,0,43,215,23,11,2,30
0,2,0,47,185,25,14,3,6
1,2,1,14,175,0,13,1,26
1,2,1,41,245,23,14,4,20
1,2,0,25,21,0,10,0,21
1,1,1,13,135,10,11,0,20
1,1,0,19,296,22,13,0,14
1,2,1,10,230,19,11,0,0
1,2,0,49,106,11,10,4,27
1,1,1,12,13,7,10,4,30
1,2,0,26,136,25,11,3,14
1,1,1,2,262,14,13,3,18
1,2,1,43,296,22,11,2,4
0,2,0,46,99,21,10,3,0
1,2,1,48,313,0,12,3,14
1,2,0,38,72,0,10,3,13
1,2,0,3,272,28,11,3,12
1,2,0,1,2,25,10,3,19
1,2,1,12,239,11,11,2,23
1,2,0,14,60,20,10,1,6
1,2,1,43,75,2,13,0,31
1,2,0,4,104,25,14,1,0
1,2,0,5,244,28,10,2,29
1,2,0,28,189,6,10,3,29
1,2,0,45,307,25,12,3,0
1,2,0,0,98,6,11,1,4
1,2,0,37,139,20,10,2,17
1,2,1,28,204,22,14,3,20
1,2,0,39,86,1,11,1,9
1,1,0,14,296,22,14,3,18
1,2,0,38,263,13,12,0,25
1,2,1,35,207,14,12,2,28
0,2,0,45,268,11,10,1,2
1,2,0,9,121,28,12,0,6
1,2,1,42,305,14,12,2,26
1,2,1,36,47,4,10,1,25
1,2,0,41,135,10,10,2,10
1,2,0,44,55,14,14,3,30
1,2,0,33,62,10,13,4,8
1,2,1,47,207,14,12,3,4
1,2,0,29,311,22,11,1,24
1,2,1,1,70,22,12,1,8
1,2,1,12,115,25,10,2,4
0,2,0,47,2,25,13,4,22
1,0,0,29,115,25,11,4,8
1,2,0,44,238,25,14,4,15
1,2,0,5,63,1,11,4,25
1,2,0,21,195,13,14,2,27
0,2,1,15,296,22,12,2,6
1,2,0,19,76,2,13,0,10
1,1,0,5,173,25,13,0,15
1,2,0,0,124,14,11,3,20
1,2,0,2,73,22,10,3,12
1,2,0,15,92,25,11,0,0
1,2,0,22,85,14,10,2,2
1,2,1,24,216,25,10,0,19
1,2,0,25,160,12,10,3,12
1,2,0,17,1,24,13,1,19
1,2,0,40,263,13,14,2,22
1,2,0,11,300,22,11,2,24
1,2,0,14,191,23,14,1,20
1,2,0,14,289,1,10,3,24
1,2,1,6,269,13,14,1,12
1,2,0,36,15,22,13,1,8
1,2,0,38,156,28,14,3,2
1,2,0,17,190,14,10,2,4
1,2,0,31,179,23,11,0,2
1,2,0,36,67,3,10,1,22
1,2,0,31,47,4,12,4,10
1,2,1,23,163,12,12,0,25
1,0,0,15,123,23,14,1,4
1,2,0,35,39,28,12,3,29
1,2,0,35,64,25,10,2,0
1,2,1,20,185,25,12,2,18
1,2,0,33,227,14,13,0,21
0,2,1,40,294,12,10,2,14
1,2,1,49,262,14,10,3,2
1,2,0,40,196,2,10,4,17
1,2,0,45,25,2,11,3,10
1,2,0,6,312,0,13,3,0
0,2,0,34,127,13,14,0,28
1,2,1,41,137,2,10,4,0
1,2,0,6,178,22,10,4,0
1,2,0,36,53,13,10,0,20
0,2,0,42,91,22,11,3,22
1,2,0,2,311,22,13,4,26
1,2,1,28,233,18,13,2,28
1,2,1,25,134,6,14,1,10
1,2,0,25,139,20,13,4,17
1,2,0,9,47,4,10,3,17
1,2,0,9,305,14,13,1,19
1,2,0,36,309,25,14,2,2
1,1,0,44,116,27,12,2,10
0,2,0,0,11,20,13,1,25
1,2,0,15,43,5,13,0,31
1,2,0,9,249,13,14,2,24
1,2,0,34,115,25,13,1,21
1,2,1,35,221,20,11,3,10
1,2,0,3,105,0,14,1,31
1,2,1,19,236,14,13,3,17
1,2,1,7,120,22,13,3,4
1,2,1,26,3,6,13,2,24
1,2,1,1,160,12,13,4,20
1,2,1,28,113,2,12,3,4
1,2,0,16,66,2,11,0,6
1,2,1,5,167,12,11,3,24
1,2,1,49,206,28,11,4,10
1,2,0,41,275,2,14,1,23
1,2,0,31,14,14,11,2,11
1,2,1,15,95,25,12,1,13
1,2,1,49,281,9,12,4,21
1,2,0,21,230,19,12,3,22
1,2,1,48,188,25,12,3,7
1,2,0,33,312,0,11,1,2
1,2,0,40,87,22,14,3,15
1,2,0,21,175,0,12,0,24
1,2,1,28,30,11,12,0,2
1,2,1,13,249,13,14,0,0
1,2,0,33,222,22,11,0,6
1,2,0,26,44,20,13,1,15
1,2,0,39,124,14,11,2,25
1,2,0,48,64,25,12,3,24
1,2,1,49,200,2,13,2,12
0,2,0,29,88,4,10,2,30
1,2,1,29,4,14,10,0,22
1,2,0,47,287,0,10,0,16
1,2,0,3,102,10,13,4,6
1,2,0,37,198,2,10,1,22
1,2,1,2,75,2,13,2,12
1,2,0,23,274,7,14,2,4
1,2,0,49,165,20,13,4,28
0,2,0,25,312,0,12,2,26
1,0,1,41,188,25,13,3,4
1,2,0,24,13,7,10,3,24
0,2,0,0,62,10,11,3,12
1,2,0,16,132,2,11,2,21
1,2,0,47,205,14,14,3,0
1,2,1,6,265,28,11,2,17
1,2,0,1,12,0,11,3,26
1,2,0,41,308,6,11,0,4
1,2,0,48,197,14,11,1,23
1,2,0,44,183,11,13,1,26
1,2,0,47,152,13,11,3,20
0,2,0,49,137,2,12,3,23
1,2,0,20,80,5,11,2,22
1,2,1,9,228,19,14,0,17
1,2,0,3,69,2,11,2,13
1,2,1,13,132,2,12,4,24
1,2,0,15,278,28,11,4,6
1,2,0,2,73,22,10,3,12
1,2,1,41,17,19,12,3,29
1,2,0,20,7,14,11,2,30
1,2,0,28,190,14,12,4,6
1,2,0,29,83,10,12,1,15
1,2,0,39,3,6,11,2,8
1,2,1,36,260,14,14,1,10
1,2,0,34,91,22,10,3,22
1,2,0,46,241,4,10,4,29
1,2,0,23,277,7,14,0,22
1,2,0,47,197,14,13,0,8
0,2,0,3,52,7,11,2,16
1,2,0,3,214,5,13,0,12
1,2,0,17,146,25,11,1,29
1,2,0,12,231,10,11,0,2
1,2,0,5,254,13,10,2,29
1,2,0,15,217,28,14,0,28
1,2,0,11,117,10,14,4,10
1,2,0,17,35,19,10,3,22
1,2,1,30,187,10,13,2,28
1,2,1,21,27,25,14,0,15
1,2,1,25,298,0,12,0,30
1,2,1,29,98,6,14,1,14
1,2,1,19,312,0,13,2,8
1,2,1,47,122,11,11,0,16
1,2,1,28,208,0,14,4,10
0,2,1,36,116,27,12,4,28
1,2,0,29,218,0,11,3,18
1,2,0,13,101,25,10,0,22
1,2,0,23,76,2,12,3,18
1,2,0,27,77,11,11,0,4
1,1,0,14,306,28,11,2,14
1,2,0,37,260,14,13,0,25
1,2,0,19,186,25,14,0,10
1,1,1,12,13,7,10,4,30
1,2,0,7,12,0,12,1,17
1,2,0,34,17,19,11,4,26
1,2,0,44,242,0,12,3,23
1,2,1,32,175,0,14,2,23
1,2,0,4,154,23,14,0,19
1,2,0,24,125,15,12,3,30
1,2,1,32,143,0,13,0,22
1,2,1,40,216,25,10,4,4
1,2,1,40,156,28,14,0,12
1,2,1,8,85,14,13,4,12
0,2,1,23,77,11,14,0,16
1,2,0,1,184,10,13,0,19
1,2,1,37,125,15,12,1,21
1,2,0,20,175,0,10,3,18
1,2,0,50,178,22,12,0,8
0,2,1,20,165,20,10,4,16
1,2,1,37,3,6,11,2,10
1,2,1,5,0,0,13,4,4
1,2,0,28,116,27,13,1,26
1,2,0,25,191,23,14,1,28
1,2,0,13,6,20,13,1,18
1,2,0,43,25,2,14,2,16
1,2,0,0,19,6,10,3,22
1,2,0,46,82,13,11,0,0
1,2,0,34,150,7,13,0,18
1,2,0,9,102,10,14,3,19
0,2,0,47,8,12,10,3,8
1,2,1,43,148,5,13,2,23
1,1,0,4,224,28,14,4,16
1,2,0,16,141,6,14,0,14
1,2,0,8,163,12,10,2,2
1,2,0,32,107,13,13,3,14
1,2,0,28,246,10,10,1,2
1,2,1,49,64,25,10,0,0
1,2,0,19,252,7,12,4,24
0,2,0,41,187,10,12,1,6
1,2,0,4,298,0,10,3,18
1,2,0,29,108,0,12,1,27
1,2,0,37,191,23,12,1,22
1,2,0,17,2,25,14,2,24
0,2,0,7,193,25,12,0,0
1,1,0,49,242,0,11,3,10
1,2,0,3,281,9,13,3,29
1,2,0,10,207,14,11,3,24
0,2,0,22,278,28,14,1,15
1,2,0,19,109,0,11,0,23
1,2,0,40,190,14,11,4,26
1,2,0,26,185,25,11,4,25
1,2,0,6,6,20,14,4,16
1,2,1,40,240,28,11,1,10
1,2,0,25,224,28,10,3,8
1,2,1,27,311,22,11,3,20
1,0,0,3,258,17,12,3,22
1,0,1,48,198,2,12,0,12
1,2,1,25,103,28,14,0,23
1,2,0,44,252,7,10,0,17
1,2,0,16,179,23,13,4,6
1,2,0,25,295,1,11,3,6
1,2,1,17,159,2,13,4,8
1,2,0,27,285,23,13,0,12
1,2,0,40,97,6,12,0,26
1,2,0,21,122,11,10,0,17
1,2,0,18,289,1,10,2,20
1,2,0,16,241,4,14,1,22
1,2,0,43,169,22,11,3,14
0,2,0,18,0,0,13,4,27
1,2,0,23,98,6,13,0,23
1,2,0,29,11,20,14,1,10
1,2,1,6,265,28,11,2,17
1,2,0,34,150,7,13,0,18
1,2,0,39,194,6,12,0,28
1,2,0,45,66,2,13,0,6
1,2,0,50,5,16,13,1,6
0,2,0,47,165,20,12,2,29
1,2,0,1,193,25,10,1,21
0,2,1,29,95,25,12,2,4
1,2,0,37,33,28,13,2,18
1,2,0,26,305,14,10,4,30
1,2,0,38,248,10,14,1,21
1,2,1,46,154,23,10,1,8
1,2,0,3,48,20,13,1,24
1,2,1,34,269,13,11,1,19
1,2,0,21,79,2,12,2,11
1,2,1,27,311,22,11,3,20
1,2,0,38,137,2,14,0,19
1,2,0,38,162,28,12,0,26
1,2,1,8,224,28,10,3,28
1,2,0,32,289,1,12,1,12
1,2,1,36,258,17,10,4,26
1,2,1,9,272,28,10,2,22
1,2,1,38,190,14,12,0,2
0,2,0,35,300,22,13,1,4
1,2,1,22,106,11,13,1,24
1,2,1,3,140,1,10,0,27
1,2,1,37,312,0,10,3,26
1,2,1,47,199,25,11,2,12
0,2,0,45,145,28,12,2,6
1,2,0,47,117,10,14,1,18
1,2,0,18,235,22,11,2,14
1,2,0,44,65,13,13,4,10
0,2,1,39,92,25,14,1,22
0,2,0,12,105,0,11,4,18
0,2,0,41,32,28,12,2,24
1,2,0,18,169,22,10,3,2
1,2,1,10,218,0,12,3,24
1,2,0,22,192,25,10,2,4
1,1,0,50,195,13,11,2,18
1,2,0,40,160,12,12,1,16
1,2,1,33,41,2,14,2,12
1,1,0,26,3,6,12,4,6
1,2,1,49,114,28,12,0,12
1,2,1,6,84,0,10,3,18
1,2,0,34,273,13,13,1,19
1,2,0,19,31,28,12,0,10
1,1,0,30,264,23,10,2,20
1,2,0,8,137,2,13,0,17
1,2,0,40,129,19,12,4,0
1,2,1,14,16,14,11,1,24
1,2,0,22,43,5,13,0,34
1,2,0,20,249,13,12,0,15
1,2,0,6,158,5,13,2,20
1,2,0,16,235,22,10,1,29
1,2,0,16,14,14,10,1,20
1,2,1,13,10,26,11,0,10
1,2,0,0,163,12,14,4,24
1,2,0,30,76,2,11,4,21
1,1,1,17,90,0,13,4,14
1,1,0,46,76,2,13,2,23
1,2,1,21,161,14,11,1,2
1,2,1,32,143,0,13,0,22
1,2,1,26,153,0,13,2,2
0,2,0,13,22,2,12,3,24
0,1,0,15,101,25,11,4,18
1,2,1,7,120,22,12,3,10
1,2,1,33,132,2,14,0,18
1,2,0,7,260,14,11,1,12
0,2,0,28,286,0,11,0,6
1,2,0,15,312,0,12,3,23
1,2,0,31,89,28,11,1,24
0,2,0,44,74,17,12,0,4
1,2,0,1,81,10,10,3,2
1,2,1,47,103,28,11,0,26
0,2,0,38,15,22,12,3,10
1,2,0,27,50,13,13,0,13
1,2,0,7,136,25,14,3,2
1,2,0,15,24,14,13,0,23
1,2,0,28,312,0,12,2,24
1,2,0,50,274,7,14,3,18
1,2,0,39,106,11,10,2,26
1,2,0,19,126,13,12,3,12
1,2,1,28,50,13,10,3,18
1,2,1,35,295,1,12,4,8
0,2,1,38,109,0,11,3,20
0,2,1,17,131,14,13,3,11
1,2,0,9,133,9,10,0,28
1,2,1,14,151,2,11,0,18
1,2,1,33,138,25,12,1,17
1,2,0,32,280,0,14,1,14
1,2,0,24,196,2,11,2,18
0,2,0,4,43,5,14,0,18
1,2,0,15,158,5,14,0,6
1,2,0,33,47,4,11,3,29
1,2,0,36,172,25,13,3,16
1,2,1,32,247,25,11,1,14
1,2,0,39,267,8,14,3,26
1,2,0,34,182,14,13,2,21
1,2,0,21,139,20,12,1,18
0,1,0,2,291,22,10,0,4
1,2,1,19,11,20,14,1,12
1,2,1,24,81,10,14,3,15
1,2,0,47,150,7,12,3,14
1,2,1,5,37,11,10,0,6
1,2,1,25,249,13,12,2,17
1,2,0,1,4,14,13,4,25
1,2,0,1,170,0,14,4,4
1,2,1,37,266,25,14,4,12
1,2,1,11,38,11,11,2,27
1,2,1,44,31,28,13,1,17
0,2,1,29,234,0,10,2,8
0,2,0,36,242,0,13,3,4
1,2,1,45,311,22,10,1,28
1,2,0,2,70,22,13,0,26
1,2,1,12,32,28,12,2,26
1,2,0,12,129,19,11,3,25
1,2,0,39,181,28,14,4,0
1,2,0,48,143,0,12,0,10
1,2,1,31,227,14,10,3,21
1,2,0,4,311,22,14,3,24
1,2,0,29,4,14,14,1,25
1,2,0,21,239,11,10,3,25
